Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2020-04-24T11:00:00Z,"EURUSD",2020-05-27T21:00:00Z,Buy,1.0786,1.1005,23000,503.7,0,-104.3,550.62,530.38,1,"	63,66" 
2020-04-24T11:00:00Z,"EURUSD",2020-05-28T12:00:00Z,Buy,1.0786,1.10062,2000,44.04,0,-9.07,48.12,46.12,1,"	63,68" 
2020-05-27T19:00:00Z,"EURUSD",2020-05-28T12:00:00Z,Buy,1.09906,1.10062,50000,78,0,-1249.75,180,137.75,1,"	64,68" 
2020-06-01T02:00:00Z,"EURUSD",2020-06-01T07:00:00Z,Buy,1.11352,1.11494,50000,71,0,-11.5,71,22.75,1,"	69,71" 
2020-06-01T02:00:00Z,"EURUSD",2020-06-01T08:00:00Z,Buy,1.11352,1.11344,51000,-4.08,0,-11.73,72.42,76.5,0,"	69,72" 
2020-06-01T23:00:00Z,"EURUSD",2020-06-02T00:00:00Z,Buy,1.11334,1.11246,101000,-88.88,0,-88.88,0,88.88,0,"	73,76" 
2020-06-02T01:00:00Z,"EURUSD",2020-06-02T03:00:00Z,Buy,1.11326,1.11219,101000,-108.07,0,-108.07,0,108.07,0,"	77,78" 
2020-06-02T09:00:00Z,"EURUSD",2020-06-02T09:00:00Z,Sell,1.11469,1.11709,50000,-120,0,-120,0,120,0,"	79,80" 
2020-06-02T09:00:00Z,"EURUSD",2020-06-02T10:00:00Z,Buy,1.11709,1.11852,50000,71.5,0,0,71.5,0,1,"	80,82" 
2020-06-02T09:00:00Z,"EURUSD",2020-06-02T11:00:00Z,Buy,1.11709,1.1168,1000,-0.29,0,-0.29,1.43,1.72,0,"	80,83" 
2020-06-02T11:00:00Z,"EURUSD",2020-06-04T12:00:00Z,Sell,1.1168,1.1268,50000,-500,0,-500,14.5,514.5,0,"	83,84" 
2020-06-04T13:00:00Z,"EURUSD",2020-06-04T18:00:00Z,Sell,1.12368,1.13449,50000,-540.5,0,-540.5,0,540.5,0,"	85,87" 
2020-06-04T15:00:00Z,"EURUSD",2020-06-11T04:00:00Z,Sell,1.12822,1.13582,25000,-190,0,-272.75,113.5,324.12,0,"	86,91" 
2020-06-04T19:00:00Z,"EURUSD",2020-06-11T04:00:00Z,Sell,1.13592,1.13582,25000,2.5,0,-80.25,306,324.12,1,"	89,91" 
